"results.Individual_1.simulation.ID","results.Individual_1.simulation.time","results.Individual_1.simulation.CPlas","results.Individual_1.simulation.Bal","results.Individual_1.simulation.Aurine","results.Individual_1.simulation.Curine","results.Individual_1.conf_intervals.time","results.Individual_1.conf_intervals.Curine_mean","results.Individual_1.conf_intervals.Curine_lower","results.Individual_1.conf_intervals.Curine_upper","results.Individual_2.simulation.ID","results.Individual_2.simulation.time","results.Individual_2.simulation.CPlas","results.Individual_2.simulation.Bal","results.Individual_2.simulation.Aurine","results.Individual_2.simulation.Curine","results.Individual_2.conf_intervals.time","results.Individual_2.conf_intervals.Curine_mean","results.Individual_2.conf_intervals.Curine_lower","results.Individual_2.conf_intervals.Curine_upper","results.Individual_3.simulation.ID","results.Individual_3.simulation.time","results.Individual_3.simulation.CPlas","results.Individual_3.simulation.Bal","results.Individual_3.simulation.Aurine","results.Individual_3.simulation.Curine","results.Individual_3.conf_intervals.time","results.Individual_3.conf_intervals.Curine_mean","results.Individual_3.conf_intervals.Curine_lower","results.Individual_3.conf_intervals.Curine_upper","summary.Individual_1.GTDOSE","summary.Individual_1.dose","summary.Individual_1.weight","summary.Individual_2.GTDOSE","summary.Individual_2.dose","summary.Individual_2.weight","summary.Individual_3.GTDOSE","summary.Individual_3.dose","summary.Individual_3.weight"
1,113500,7.7290742791383e-09,1.3590551345807,1.76292334348945e-05,1.17528222899297e-05,113500,1.17702327436989e-05,8.95688399684409e-06,1.54107926906408e-05,2,113500,7.14861301333201e-09,1.2684514147835,1.64539878781559e-05,1.0969325252104e-05,113500,1.08693403117789e-05,8.46496376827734e-06,1.3368790225659e-05,3,113500,1.21881122057145e-09,0.205664818342976,2.66780427209671e-06,1.77853618139781e-06,113500,1.7715959589837e-06,1.40759011831225e-06,2.24801867784186e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,114000,3.61802855372298e-09,1.36508901303762,1.77060062840713e-05,1.18040041893809e-05,114000,1.18215521051722e-05,8.99588067987423e-06,1.54779723053695e-05,2,114000,3.3299727748323e-09,1.274083034481,1.65256330236215e-05,1.10170886824143e-05,114000,1.09167403704118e-05,8.50176859781828e-06,1.34271474509647e-05,3,114000,5.29621182657439e-10,0.206577920747761,2.67944682816963e-06,1.78629788544642e-06,114000,1.77933364590606e-06,1.41372470701668e-06,2.25785066687671e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,114500,3.87339847172609e-09,1.37083557278049,1.77841563053566e-05,1.18561042035711e-05,114500,1.18736824454954e-05,9.03553123257863e-06,1.55461957650544e-05,2,114500,3.55533972061708e-09,1.27944649005895,1.65985801503409e-05,1.10657201002272e-05,114500,1.09648695153722e-05,8.53927965366564e-06,1.34862830035272e-05,3,114500,5.62165401326933e-10,0.207447543424508,2.69127651162306e-06,1.79418434108204e-06,114500,1.78717992502614e-06,1.41996545172919e-06,2.26781026177243e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,115000,4.12776994003154e-09,1.37686945123841,1.78623069699578e-05,1.19082046466385e-05,115000,1.19257574900795e-05,9.07515810032295e-06,1.56144193703318e-05,2,115000,3.77900350084888e-09,1.28507810975358,1.66715280868423e-05,1.11143520578948e-05,115000,1.10129523704209e-05,8.57679082210211e-06,1.35454188255576e-05,3,115000,5.94712974352758e-10,0.208360645831559,2.70310619545534e-06,1.80207079697023e-06,115000,1.7950203748525e-06,1.42620620563243e-06,2.27773774675706e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,115500,4.58907323938246e-09,1.38290332969736,1.79403461863105e-05,1.19602307908737e-05,115500,1.1977781739203e-05,9.11476899345055e-06,1.56826429972899e-05,2,115500,4.29445471481532e-09,1.29070972944615,1.67443187655361e-05,1.1162879177024e-05,115500,1.10609971068673e-05,8.61429868053645e-06,1.36045076170941e-05,3,115500,7.08036138081844e-10,0.20927374823746,2.71489237767836e-06,1.80992825178557e-06,115500,1.80284336249185e-06,1.43244034399724e-06,2.28766506899234e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,116000,5.93013910542709e-09,1.38893720814641,1.80179116752777e-05,1.20119411168518e-05,116000,1.20296680646768e-05,9.15433020150679e-06,1.5750657120832e-05,2,116000,5.52382725807366e-09,1.29634134913583,1.68167252839834e-05,1.12111501893223e-05,116000,1.11089008908696e-05,8.65158189224285e-06,1.36635135431578e-05,3,116000,9.81746150503376e-10,0.210186850643375,2.72659219142221e-06,1.81772812761481e-06,116000,1.81063389891287e-06,1.43860962778149e-06,2.297549618604e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,116500,7.71404401686858e-09,1.3949710865931,1.80952413936989e-05,1.2063494262466e-05,116500,1.20813583377178e-05,9.19363911080063e-06,1.58181614829e-05,2,116500,7.1343436742065e-09,1.30197296881968,1.68889284276189e-05,1.12592856184126e-05,116500,1.11566546786209e-05,8.68871890613339e-06,1.37221740863582e-05,3,116500,1.21880646305725e-09,0.211099953050255,2.73832361018887e-06,1.82554907345925e-06,116500,1.81842429867764e-06,1.44479714068595e-06,2.30744047905663e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,117000,3.59766116889974e-09,1.40100496506163,1.81720173119963e-05,1.21146782079975e-05,117000,1.21326778175513e-05,9.23263627750372e-06,1.58853411626149e-05,2,117000,3.31050913928603e-09,1.30760458852616,1.69605765058458e-05,1.13070510038972e-05,117000,1.12040561821384e-05,8.72552430464309e-06,1.37805304731663e-05,3,117000,5.29617178938776e-10,0.212013055456436,2.7499661712163e-06,1.83331078081087e-06,117000,1.82616185364849e-06,1.45093172307457e-06,2.31727247022485e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,117500,3.848131071931e-09,1.40675152480508,1.82501698691075e-05,1.21667799127383e-05,117500,1.21848043286564e-05,9.27228495621011e-06,1.59535647798285e-05,2,117500,3.53122564357637e-09,1.31296804410646,1.70335260961011e-05,1.13556840640674e-05,117500,1.12521875339858e-05,8.76303571188974e-06,1.38396668731391e-05,3,117500,5.62162722376545e-10,0.212882678133995,2.76179584538141e-06,1.84119723025427e-06,117500,1.83400817538641e-06,1.45717247324723e-06,2.32723202735003e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,118000,4.09700459118042e-09,1.41278540326076,1.83283233330234e-05,1.22188822220156e-05,118000,1.2236879089206e-05,9.31191262063464e-06,1.60217884439614e-05,2,118000,3.75120200705164e-09,1.31859966380688,1.71064760729609e-05,1.14043173819739e-05,118000,1.13002700632236e-05,8.80054750646473e-06,1.3898803526125e-05,3,118000,5.9470941240997e-10,0.213795780541839,2.77362552189999e-06,1.84908368126666e-06,118000,1.84184910222944e-06,1.46341322807717e-06,2.33715952054052e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,118500,4.59060013007698e-09,1.41881928170763,1.84063447080833e-05,1.22708964720556e-05,118500,1.22889016630484e-05,9.35152269769992e-06,1.60900119326494e-05,2,118500,4.29524847909836e-09,1.32423128350074,1.71792512649069e-05,1.14528341766046e-05,118500,1.13483067577941e-05,8.83805293501657e-06,1.39578905182166e-05,3,118500,7.0803539067869e-10,0.214708882949674,2.78541172667919e-06,1.85694115111946e-06,118500,1.84967255258772e-06,1.46964736802509e-06,2.34708683366836e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,119000,5.91809291982637e-09,1.42485316016516,1.84839176271178e-05,1.23226117514118e-05,119000,1.23407937509698e-05,9.39108509850902e-06,1.61580259264852e-05,2,119000,5.5125485966026e-09,1.32986290318932,1.72516641461116e-05,1.15011094307411e-05,119000,1.13962159072883e-05,8.87533725598584e-06,1.40168979014207e-05,3,119000,9.81744517794809e-10,0.215621985356147,2.79711152853783e-06,1.86474101902522e-06,119000,1.85746229421404e-06,1.47581666277908e-06,2.35697139264093e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,119500,7.69845839159768e-09,1.43088703862825,1.85612495965328e-05,1.23741663976885e-05,119500,1.2392484662648e-05,9.43039416204837e-06,1.62255302984938e-05,2,119500,7.11870988226055e-09,1.33549452288658,1.73238699097611e-05,1.15492466065074e-05,119500,1.1443964963767e-05,8.91247453320474e-06,1.40755580113138e-05,3,119500,1.21880488856643e-09,0.216535087765754,2.80884299556682e-06,1.87256199704454e-06,119500,1.86525258915222e-06,1.48200416389379e-06,2.36686225445071e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,120000,3.57754353452285e-09,1.43692091709426,1.86380277961751e-05,1.24253518641168e-05,120000,1.24438052972213e-05,9.46939181151094e-06,1.6292709988167e-05,2,120000,3.28980237542749e-09,1.3411261425991,1.73955207950543e-05,1.15970138633695e-05,120000,1.14913667639193e-05,8.94928031092037e-06,1.41339135814459e-05,3,120000,5.29614797258573e-10,0.217448190173688,2.82048557991807e-06,1.88032371994538e-06,120000,1.87298998065237e-06,1.48813874521058e-06,2.37669425631293e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,120500,3.8229618017654e-09,1.44266747683795,1.87161829984491e-05,1.24774553322994e-05,120500,1.24959267837165e-05,9.50903847146247e-06,1.63609337067473e-05,2,120500,3.50646099753312e-09,1.3464895981926,1.74684728408486e-05,1.16456485605657e-05,120500,1.15394862950028e-05,8.98679220247932e-06,1.4193050801275e-05,3,120500,5.62160578221878e-10,0.218317812853019,2.83231527757303e-06,1.88821018504869e-06,120500,1.88083696932591e-06,1.49437950365301e-06,2.3866537772175e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,121000,4.06731369265618e-09,1.44870135529329,1.87943388024745e-05,1.25295592016497e-05,121000,1.25480003192506e-05,9.54866692405454e-06,1.64291572828855e-05,2,121000,3.72232379894741e-09,1.35212121789266,1.75414249319124e-05,1.16942832879416e-05,121000,1.15875694420915e-05,9.02430432495847e-06,1.42521882859042e-05,3,121000,5.94705131611322e-10,0.219230915261888,2.84414496017684e-06,1.89609664011789e-06,121000,1.88867816950771e-06,1.50062025400519e-06,2.39658128355399e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,121500,4.58675135791485e-09,1.45473523374828,1.88723463797445e-05,1.2581564253163e-05,121500,1.26000272855744e-05,9.58827685446474e-06,1.64973809413924e-05,2,121500,4.29053235794127e-09,1.35775283759458,1.76141872224523e-05,1.17427914816349e-05,121500,1.16356119058053e-05,9.06180744319458e-06,1.43112741877743e-05,3,121500,7.08031351412534e-10,0.220144017669691,2.85593114156404e-06,1.90395409437603e-06,121500,1.89650133183233e-06,1.50685440677091e-06,2.40650861251981e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,122000,5.90701396750859e-09,1.46076911220678,1.89499231230208e-05,1.26332820820138e-05,122000,1.26519238427549e-05,9.62784015226826e-06,1.65653947537331e-05,2,122000,5.50074308562842e-09,1.36338445729812,1.76866042455038e-05,1.17910694970025e-05,122000,1.16835195713354e-05,9.09909257770928e-06,1.43702822086354e-05,3,122000,9.81744708688318e-10,0.22105712007657,2.8676309314444e-06,1.91175395429627e-06,122000,1.9042910862189e-06,1.51302369881584e-06,2.41639317787484e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,122500,7.68321648276886e-09,1.46680299066425,1.90272571093797e-05,1.26848380729198e-05,122500,1.27036162530577e-05,9.66714957711665e-06,1.66328994930087e-05,2,122500,7.1035805510734e-09,1.36901607699859,1.77588118144566e-05,1.18392078763044e-05,122500,1.17312730705847e-05,9.13623013537305e-06,1.44289417985286e-05,3,122500,1.21880444351583e-09,0.221970222486439,2.87936238537219e-06,1.91957492358146e-06,122500,1.91208110198213e-06,1.51921120227883e-06,2.42628405364255e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,123000,3.5572767017488e-09,1.47283686913409,1.91040380451064e-05,1.27360253634043e-05,123000,1.27549386146205e-05,9.70614790314542e-06,1.67000790636116e-05,2,123000,3.26891754133317e-09,1.37464769671105,1.78304657320775e-05,1.18869771547183e-05,123000,1.17786751084243e-05,9.17303628060402e-06,1.4487296692816e-05,3,123000,5.2961241588843e-10,0.222883324895594,2.89100498455806e-06,1.92733665637204e-06,123000,1.91981835425626e-06,1.52534578195231e-06,2.43611605260611e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,123500,3.7977806100073e-09,1.47858342888755,1.91821960871741e-05,1.27881307247827e-05,123500,1.2807046560164e-05,9.74579163560711e-06,1.67683027009706e-05,2,123500,3.48217000267871e-09,1.38001115229716,1.79034193479368e-05,1.19356128986245e-05,123500,1.18267936557863e-05,9.21054855182258e-06,1.45464347309491e-05,3,123500,5.62157462015787e-10,0.223752947576077,2.90283469555156e-06,1.9352231303677e-06,123500,1.92766555615542e-06,1.53158652975507e-06,2.44607499142874e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,124000,4.03740783065273e-09,1.4846173073507,1.9260354583505e-05,1.28402363890033e-05,124000,1.28591161293109e-05,9.78542123082325e-06,1.68365264318244e-05,2,124000,3.69305492006107e-09,1.3856427719994,1.79763741199724e-05,1.19842494133149e-05,124000,1.18748764648257e-05,9.24806110472647e-06,1.46055729987376e-05,3,124000,5.94701085639714e-10,0.224666049984929,2.91466435978869e-06,1.94310957319246e-06,124000,1.93550711469446e-06,1.53782727142526e-06,2.45600435118126e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,124500,4.57769825364558e-09,1.49065118581424,1.93383510633434e-05,1.2892234042229e-05,124500,1.29111507552381e-05,9.82503171248831e-06,1.69047501327842e-05,2,124500,4.28154174593562e-09,1.39127439170159,1.8049125402338e-05,1.20327502682253e-05,124500,1.19229225044756e-05,9.28556272758392e-06,1.46646587983318e-05,3,124500,7.08031255411819e-10,0.225579152393297,2.92645053705742e-06,1.95096702470494e-06,124500,1.94332980609686e-06,1.54406143040801e-06,2.46593288872002e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,125000,5.89471576319224e-09,1.49668506427651,1.94159295954415e-05,1.29439530636277e-05,125000,1.29630455719272e-05,9.86459527586442e-06,1.69727641349243e-05,2,125000,5.48897224295807e-09,1.39690601139579,1.81215436083224e-05,1.20810290722149e-05,125000,1.19708303033333e-05,9.32284799381271e-06,1.47236664738771e-05,3,125000,9.81741947989181e-10,0.226492254802024,2.9381503615464e-06,1.9587669076976e-06,125000,1.95111956525757e-06,1.55023073065695e-06,2.47581827959778e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,125500,7.66773669525507e-09,1.50271894273377,1.94932652320989e-05,1.29955101547326e-05,125500,1.30147319224694e-05,9.90390508030305e-06,1.70402685733644e-05,2,125500,7.08823727314497e-09,1.40253763109678,1.81937530558125e-05,1.2129168703875e-05,125500,1.20185926443991e-05,9.35998582341632e-06,1.47823255186015e-05,3,125500,1.21880181785058e-09,0.227405357212166,2.94988180730566e-06,1.9665878715371e-06,125500,1.95890971766064e-06,1.55641821820223e-06,2.48570981757766e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,126000,3.53556036869232e-09,1.50875282120186,1.95700494213511e-05,1.30466996142341e-05,126000,1.30660515289358e-05,9.94290404159323e-06,1.71074481870331e-05,2,126000,3.24887112131519e-09,1.40816925080689,1.82654093807942e-05,1.21769395871961e-05,126000,1.20659939806646e-05,9.39679233942645e-06,1.48406796294257e-05,3,126000,5.29606701642836e-10,0.228318459620811,2.9615243787006e-06,1.9743495858004e-06,126000,1.96664693318041e-06,1.56255278927748e-06,2.49554290060905e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,126500,3.77240400377448e-09,1.51449938095864,1.96482094708497e-05,1.30988063138998e-05,126500,1.31181720022803e-05,9.98254478914344e-06,1.71756719177279e-05,2,126500,3.45741180662803e-09,1.41353270640125,1.83383657007551e-05,1.22255771338367e-05,126500,1.21141119317983e-05,9.43430501297207e-06,1.48998184913509e-05,3,126500,5.6215157841733e-10,0.229188082300411,2.97335405088056e-06,1.98223603392037e-06,126500,1.97449406473533e-06,1.56879353852391e-06,2.50549676997769e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,127000,4.00737245807121e-09,1.52053325941822,1.9726370323045e-05,1.31509135486967e-05,127000,1.31702425431249e-05,1.00221755207648e-05,1.72438957325024e-05,2,127000,3.66486707272729e-09,1.41916432611176,1.8411322485424e-05,1.22742149902826e-05,127000,1.2162188988535e-05,9.47181783194112e-06,1.49589576355739e-05,3,127000,5.94697298036306e-10,0.230101184710402,2.98518373096449e-06,1.99012248730966e-06,127000,1.98233581755598e-06,1.57503428622164e-06,2.51542611710999e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,127500,4.56817003059379e-09,1.52656713788317,1.98043557097963e-05,1.32029038065308e-05,127500,1.32222806076549e-05,1.00617866002858e-05,1.73121193366259e-05,2,127500,4.27230931813146e-09,1.42479594581184,1.84840634178352e-05,1.23227089452234e-05,127500,1.2210237142432e-05,9.50931762450263e-06,1.50180432187117e-05,3,127500,7.08028961222039e-10,0.231014287119665,2.99696991860633e-06,1.99797994573755e-06,127500,1.99015871075916e-06,1.58126845338784e-06,2.52535466768439e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,128000,5.88254774406631e-09,1.53260101634593,1.9881935623842e-05,1.3254623749228e-05,128000,1.32741753676107e-05,1.0101350388311e-05,1.73801331322558e-05,2,128000,5.47693212975033e-09,1.43042756551145,1.85564832327978e-05,1.23709888218652e-05,128000,1.2258144451016e-05,9.54660300765619e-06,1.50770506729698e-05,3,128000,9.81742782823993e-10,0.23192738952923,3.00866975108601e-06,2.00577983405734e-06,128000,1.99794846762017e-06,1.58743773684866e-06,2.53524005587399e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,128500,7.65180462542205e-09,1.5386348948106,1.99592734363222e-05,1.33061822908815e-05,128500,1.33258683450704e-05,1.01406605870554e-05,1.74476377967155e-05,2,128500,7.07312770978628e-09,1.4360591852161,1.86286943854071e-05,1.24191295902714e-05,128500,1.23059000678278e-05,9.58374100540742e-06,1.51357093124376e-05,3,128500,1.218799519207e-09,0.232840491941086,3.02040123179416e-06,2.01360082119611e-06,128500,2.00573865416031e-06,1.59362523555942e-06,2.54513159436363e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,129000,3.51474338500801e-09,1.54466877329125,2.0036060552953e-05,1.33573737019687e-05,129000,1.33771905934074e-05,1.01796603002954e-05,1.75148175436098e-05,2,129000,3.227836493146e-09,1.44169080493114,1.87003539944843e-05,1.24669026629895e-05,129000,1.23533079095441e-05,9.62054783644227e-06,1.51940627184125e-05,3,129000,5.29603539609616e-10,0.233753594350823,3.03204382161032e-06,2.02136254774021e-06,129000,2.01347587931664e-06,1.5997598207405e-06,2.55496470734075e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,129500,3.74687962650259e-09,1.55041533304578,2.01142230284507e-05,1.34094820189671e-05,129500,1.34292942714302e-05,1.02192980681595e-05,1.75830413824146e-05,2,129500,3.43269592842411e-09,1.44705426052016,1.87733121044632e-05,1.25155414029755e-05,129500,1.24014246719661e-05,9.65806098266062e-06,1.5253202477957e-05,3,129500,5.62150701679236e-10,0.234623217031706,3.04387351565283e-06,2.02924901043522e-06,129500,2.02132238887619e-06,1.60600056445913e-06,2.56491851725779e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,130000,3.97757987996127e-09,1.55644921151734,2.01923864598131e-05,1.34615909732088e-05,130000,1.34813584143243e-05,1.02589299961765e-05,1.76512651682852e-05,2,130000,3.63598031853076e-09,1.45268588022931,1.88462710599091e-05,1.25641807066061e-05,130000,1.24494999259986e-05,9.69557415497195e-06,1.53123424353922e-05,3,130000,5.94694793359655e-10,0.23553631944158,3.05570318229428e-06,2.03713545486285e-06,130000,2.02916471706122e-06,1.61224131933158e-06,2.57484789062904e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,130500,4.55895461750791e-09,1.56248308998611,2.02703607948934e-05,1.35135738632623e-05,130500,1.35334022565252e-05,1.0298541589277e-05,1.7719488564395e-05,2,130500,4.26308939132149e-09,1.45831749993578,1.89190015043213e-05,1.26126676695475e-05,130500,1.24975502416299e-05,9.73307241978338e-06,1.53714277770708e-05,3,130500,7.0802570547259e-10,0.236449421851047,3.06748936520702e-06,2.04499291013802e-06,130500,2.03698713125872e-06,1.61847548071327e-06,2.5847764513093e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,131000,5.87050629507984e-09,1.5685169684436,2.03479420470409e-05,1.35652946980273e-05,131000,1.35853014216815e-05,1.03381055622081e-05,1.77875023975277e-05,2,131000,5.46500490237678e-09,1.4639491196404,1.89914228738604e-05,1.26609485825736e-05,131000,1.25454588261462e-05,9.77035812548336e-06,1.54304349367521e-05,3,131000,9.81738089494944e-10,0.237362524260433,3.07918918426165e-06,2.05279278950777e-06,131000,2.04477677171836e-06,1.62464477158154e-06,2.59466187214285e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,131500,7.6358030109938e-09,1.57455084691753,2.0425282206051e-05,1.3616854804034e-05,131500,1.36370076754162e-05,1.03774161541048e-05,1.78550069385351e-05,2,131500,7.05768660560824e-09,1.46958073934266,1.90636358141077e-05,1.27090905427385e-05,131500,1.25932158393902e-05,9.8074965075893e-06,1.54890931474504e-05,3,131500,1.21879521449272e-09,0.238275626671184,3.09092062545226e-06,2.06061375030151e-06,131500,2.05256687403066e-06,1.63083226789843e-06,2.60455342836823e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,132000,3.49333708390143e-09,1.58058472539454,2.05020721000797e-05,1.36680480667198e-05,132000,1.36883369505377e-05,1.04164164814889e-05,1.79221865018276e-05,2,132000,3.20731095325819e-09,1.47521235905318,1.91352980044789e-05,1.27568653363193e-05,132000,1.26406158132616e-05,9.84430375359699e-06,1.55474457525702e-05,3,132000,5.29600661298567e-10,0.23918872908164,3.1025632242886e-06,2.06837548285906e-06,132000,2.06030431826452e-06,1.6369668395228e-06,2.61438655351325e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,132500,3.72072147198612e-09,1.58633128515293,2.05802372012117e-05,1.37201581341411e-05,132500,1.37404364856486e-05,1.04560513106205e-05,1.7990410335231e-05,2,132500,3.40733238223294e-09,1.48057581463751,1.92082585587216e-05,1.28055057058144e-05,132500,1.26887283838395e-05,9.88181716884366e-06,1.5606586336526e-05,3,132500,5.62145061033868e-10,0.240058351762171,3.11439290127388e-06,2.07626193418259e-06,132500,2.06815223555182e-06,1.64320758130048e-06,2.62434030587217e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,133000,3.94828062456997e-09,1.59236516361199,2.06584019457573e-05,1.37722679638382e-05,133000,1.37924984224147e-05,1.04956844630661e-05,1.80586341693659e-05,2,133000,3.60777984944735e-09,1.48620743434453,1.92812189500869e-05,1.28541459667246e-05,133000,1.27368083029084e-05,9.91933080786533e-06,1.56657271810049e-05,3,133000,5.94693338203867e-10,0.240971454172668,3.12622257435929e-06,2.0841483829062e-06,133000,2.0759946870669e-06,1.64944832660049e-06,2.6342696990824e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,133500,4.54968316948674e-09,1.59839904207555,2.07363652836977e-05,1.38242435224651e-05,133500,1.38445363270875e-05,1.05352964829182e-05,1.81268573574029e-05,2,133500,4.25370067127269e-09,1.49183905405733,1.93539393707615e-05,1.29026262471743e-05,133500,1.27848595773912e-05,9.95682747578825e-06,1.57248123264676e-05,3,133500,7.08024702451598e-10,0.241884556581769,3.13800873897617e-06,2.09200582598412e-06,133500,2.08381633695557e-06,1.6556824854618e-06,2.64419827350702e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,134000,5.85791723983949e-09,1.60443292054291,2.08139485560179e-05,1.38759657040119e-05,134000,1.38964373107871e-05,1.05748604868201e-05,1.81948713648085e-05,2,134000,5.45335802603045e-09,1.49747067377068,1.94263621597036e-05,1.2950908106469e-05,134000,1.28327666152211e-05,9.99411325912399e-06,1.5783819256415e-05,3,134000,9.81738916416868e-10,0.242797658991496,3.14970855766528e-06,2.09980570511019e-06,134000,2.09160597693221e-06,1.66185176794584e-06,2.65408369019309e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,134500,7.61941697206219e-09,1.61046679900918,2.08912905083329e-05,1.39275270055552e-05,134500,1.39481373010973e-05,1.06141711179482e-05,1.82623758545877e-05,2,134500,7.04244470100589e-09,1.5031022934711,1.94985769555263e-05,1.29990513036842e-05,134500,1.28805294721574e-05,1.00312517756501e-05,1.58424769884763e-05,3,134500,1.21879020781482e-09,0.243710761403231,3.16144002147192e-06,2.10762668098128e-06,134500,2.09939621647062e-06,1.66803928369637e-06,2.66397525706631e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,135000,3.47054633156645e-09,1.61650067748394,2.09680837535755e-05,1.39787225023837e-05,135000,1.3999475713693e-05,1.06531716696299e-05,1.83295555856638e-05,2,135000,3.18639050784741e-09,1.50873391319403,1.95702425140725e-05,1.3046828342715e-05,135000,1.29279392451034e-05,1.00680593526215e-05,1.5900828887654e-05,3,135000,5.29596820614298e-10,0.244623863812908,3.17308259178355e-06,2.11538839452237e-06,135000,2.10713350999565e-06,1.67417387016238e-06,2.67380840651686e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,135500,3.69432474625832e-09,1.62224723724045,2.10462506950517e-05,1.40308337967011e-05,135500,1.40515743115389e-05,1.06928051628569e-05,1.83977795245719e-05,2,135500,3.38400410204093e-09,1.51409736878076,1.96432043977172e-05,1.30954695984782e-05,135500,1.29760484829816e-05,1.01055730713004e-05,1.59599703783533e-05,3,135500,5.62142438774978e-10,0.245493486493205,3.18491225536698e-06,2.12327483691132e-06,135500,2.11498080833907e-06,1.6804146101933e-06,2.6837620914298e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
1,136000,3.91736728320478e-09,1.62828111570952,2.11244180891361e-05,1.40829453927574e-05,136000,1.41036191259623e-05,1.07324385874636e-05,1.84660034696111e-05,2,136000,3.57953991848628e-09,1.51972898848973,1.97161674585222e-05,1.31441116390148e-05,136000,1.30241132019927e-05,1.01430871964453e-05,1.60191122256588e-05,3,136000,5.9468573129496e-10,0.246406588903051,3.19674190641242e-06,2.13116127094162e-06,136000,2.12282331304212e-06,1.68665534694093e-06,2.69369149830511e-06,18250,4.104553e-06,70,18250,3.830916e-06,70,18250,6.21139e-07,70
