X50.simulation.time,X50.simulation.CPlas,X50.simulation.CL,X50.simulation.CK,X50.simulation.CS,X50.simulation.CLu,X50.simulation.CBr,X50.simulation.Bal,X50.simulation.Abile,X50.simulation.Aurine,X50.simulation.Cbile,X50.simulation.Curine,X50.conf_intervals.time,X50.conf_intervals.CPlas_mean,X50.conf_intervals.CPlas_lower,X50.conf_intervals.CPlas_upper,X50.conf_intervals.CL_mean,X50.conf_intervals.CL_lower,X50.conf_intervals.CL_upper,X50.conf_intervals.CK_mean,X50.conf_intervals.CK_lower,X50.conf_intervals.CK_upper,X50.conf_intervals.CS_mean,X50.conf_intervals.CS_lower,X50.conf_intervals.CS_upper,X50.conf_intervals.CLu_mean,X50.conf_intervals.CLu_lower,X50.conf_intervals.CLu_upper,X50.conf_intervals.CBr_mean,X50.conf_intervals.CBr_lower,X50.conf_intervals.CBr_upper,X50.conf_intervals.Bal_mean,X50.conf_intervals.Bal_lower,X50.conf_intervals.Bal_upper,X50.conf_intervals.Abile_mean,X50.conf_intervals.Abile_lower,X50.conf_intervals.Abile_upper,X50.conf_intervals.Aurine_mean,X50.conf_intervals.Aurine_lower,X50.conf_intervals.Aurine_upper,X50.conf_intervals.Cbile_mean,X50.conf_intervals.Cbile_lower,X50.conf_intervals.Cbile_upper,X50.conf_intervals.Curine_mean,X50.conf_intervals.Curine_lower,X50.conf_intervals.Curine_upper,X100.simulation.time,X100.simulation.CPlas,X100.simulation.CL,X100.simulation.CK,X100.simulation.CS,X100.simulation.CLu,X100.simulation.CBr,X100.simulation.Bal,X100.simulation.Abile,X100.simulation.Aurine,X100.simulation.Cbile,X100.simulation.Curine,X100.conf_intervals.time,X100.conf_intervals.CPlas_mean,X100.conf_intervals.CPlas_lower,X100.conf_intervals.CPlas_upper,X100.conf_intervals.CL_mean,X100.conf_intervals.CL_lower,X100.conf_intervals.CL_upper,X100.conf_intervals.CK_mean,X100.conf_intervals.CK_lower,X100.conf_intervals.CK_upper,X100.conf_intervals.CS_mean,X100.conf_intervals.CS_lower,X100.conf_intervals.CS_upper,X100.conf_intervals.CLu_mean,X100.conf_intervals.CLu_lower,X100.conf_intervals.CLu_upper,X100.conf_intervals.CBr_mean,X100.conf_intervals.CBr_lower,X100.conf_intervals.CBr_upper,X100.conf_intervals.Bal_mean,X100.conf_intervals.Bal_lower,X100.conf_intervals.Bal_upper,X100.conf_intervals.Abile_mean,X100.conf_intervals.Abile_lower,X100.conf_intervals.Abile_upper,X100.conf_intervals.Aurine_mean,X100.conf_intervals.Aurine_lower,X100.conf_intervals.Aurine_upper,X100.conf_intervals.Cbile_mean,X100.conf_intervals.Cbile_lower,X100.conf_intervals.Cbile_upper,X100.conf_intervals.Curine_mean,X100.conf_intervals.Curine_lower,X100.conf_intervals.Curine_upper,X200.simulation.time,X200.simulation.CPlas,X200.simulation.CL,X200.simulation.CK,X200.simulation.CS,X200.simulation.CLu,X200.simulation.CBr,X200.simulation.Bal,X200.simulation.Abile,X200.simulation.Aurine,X200.simulation.Cbile,X200.simulation.Curine,X200.conf_intervals.time,X200.conf_intervals.CPlas_mean,X200.conf_intervals.CPlas_lower,X200.conf_intervals.CPlas_upper,X200.conf_intervals.CL_mean,X200.conf_intervals.CL_lower,X200.conf_intervals.CL_upper,X200.conf_intervals.CK_mean,X200.conf_intervals.CK_lower,X200.conf_intervals.CK_upper,X200.conf_intervals.CS_mean,X200.conf_intervals.CS_lower,X200.conf_intervals.CS_upper,X200.conf_intervals.CLu_mean,X200.conf_intervals.CLu_lower,X200.conf_intervals.CLu_upper,X200.conf_intervals.CBr_mean,X200.conf_intervals.CBr_lower,X200.conf_intervals.CBr_upper,X200.conf_intervals.Bal_mean,X200.conf_intervals.Bal_lower,X200.conf_intervals.Bal_upper,X200.conf_intervals.Abile_mean,X200.conf_intervals.Abile_lower,X200.conf_intervals.Abile_upper,X200.conf_intervals.Aurine_mean,X200.conf_intervals.Aurine_lower,X200.conf_intervals.Aurine_upper,X200.conf_intervals.Cbile_mean,X200.conf_intervals.Cbile_lower,X200.conf_intervals.Cbile_upper,X200.conf_intervals.Curine_mean,X200.conf_intervals.Curine_lower,X200.conf_intervals.Curine_upper
15,-5.04E-07,0.016437234,2.64E-05,0.004026632,0.000352432,5.33E-06,1.250000001,1.249975075,1.02E-06,624.9875376,0.000511433,15,-3.77E-07,-6.17E-07,-1.65E-08,0.016415657,0.016010517,0.016757383,2.66E-05,1.87E-05,3.69E-05,0.004072081,0.00297158,0.005477349,0.000359988,0.000254746,0.000507296,5.41E-06,3.84E-06,7.28E-06,1.250000001,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516626,0.000393575,0.000661619,15,1.36E-07,0.032869785,5.32E-05,0.008051626,0.000705379,1.07E-05,2.500000002,2.49995015,2.05E-06,1249.975075,0.00102261,15,1.74E-07,-1.86E-07,6.11E-07,0.032842056,0.032059242,0.0335355,5.42E-05,3.87E-05,7.30E-05,0.008158261,0.005823377,0.011040657,0.000706241,0.000497549,0.000956719,1.08E-05,7.75E-06,1.48E-05,2.500000002,2.500000002,2.500000003,2.499950152,2.499950109,2.499950209,2.05E-06,1.58E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026157,0.000788053,0.001296027,15,-4.66E-08,0.065740875,0.000106246,0.016103708,0.001410615,2.14E-05,5.000000004,4.999900301,4.09E-06,2499.95015,0.002045292,15,-3.50E-07,-1.42E-06,1.81E-07,0.065682708,0.06402594,0.067043792,0.000106869,7.57E-05,0.000147099,0.016301812,0.011841146,0.021816204,0.001430267,0.001037856,0.001917685,2.17E-05,1.54E-05,2.98E-05,5.000000005,5.000000003,5.000000006,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054637,0.001589121,0.00268781
16,-4.65E-07,0.016437076,2.64E-05,0.004026577,0.000352449,5.69E-06,1.250000001,1.249975075,1.02E-06,624.9875376,0.000511424,16,-3.34E-07,-5.70E-07,-1.47E-08,0.016415483,0.01601039,0.016757168,2.66E-05,1.87E-05,3.70E-05,0.004072019,0.002971561,0.005477295,0.000360008,0.000254779,0.000507301,5.78E-06,4.11E-06,7.78E-06,1.250000001,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516616,0.000393573,0.000661617,16,1.01E-07,0.032869928,5.32E-05,0.008051676,0.000705364,1.15E-05,2.500000002,2.49995015,2.05E-06,1249.975075,0.001022618,16,1.20E-07,-1.27E-07,3.31E-07,0.032842278,0.032060254,0.0335355,5.42E-05,3.87E-05,7.30E-05,0.008158339,0.005823377,0.01104066,0.000706217,0.00049754,0.000956715,1.15E-05,8.27E-06,1.58E-05,2.500000002,2.500000002,2.500000003,2.499950152,2.499950109,2.499950209,2.05E-06,1.58E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026169,0.000787944,0.001297309,16,-4.49E-08,0.065740868,0.000106246,0.016103706,0.001410616,2.29E-05,5.000000005,4.999900301,4.09E-06,2499.95015,0.002045292,16,-3.36E-07,-1.27E-06,1.48E-07,0.065682647,0.064025919,0.067043822,0.000106875,7.57E-05,0.0001471,0.016301795,0.011841028,0.021816202,0.001430273,0.001037857,0.001917735,2.32E-05,1.65E-05,3.18E-05,5.000000005,5.000000003,5.000000007,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054634,0.001589121,0.00268781
17,-4.26E-07,0.016436917,2.64E-05,0.004026521,0.000352467,6.06E-06,1.250000001,1.249975075,1.02E-06,624.9875376,0.000511416,17,-2.98E-07,-5.27E-07,-1.35E-08,0.016415334,0.016010264,0.016756956,2.66E-05,1.87E-05,3.70E-05,0.004071967,0.002971543,0.005477241,0.000360024,0.000254781,0.000507306,6.15E-06,4.37E-06,8.29E-06,1.250000001,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516608,0.000393573,0.000661614,17,6.67E-08,0.03287007,5.32E-05,0.008051726,0.000705348,1.22E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022626,17,7.52E-08,-2.23E-07,1.43E-07,0.032842461,0.032060398,0.0335355,5.42E-05,3.87E-05,7.30E-05,0.008158405,0.005823376,0.011040662,0.000706197,0.00049753,0.000956712,1.23E-05,8.79E-06,1.68E-05,2.500000003,2.500000002,2.500000004,2.499950152,2.499950109,2.499950209,2.05E-06,1.58E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026179,0.000787776,0.00129738,17,-4.32E-08,0.065740861,0.000106247,0.016103703,0.001410617,2.43E-05,5.000000005,4.999900301,4.09E-06,2499.95015,0.002045291,17,-2.83E-07,-1.11E-06,1.17E-07,0.065682427,0.064026008,0.067043853,0.000106895,7.57E-05,0.000148028,0.01630172,0.01184091,0.021816573,0.001430297,0.001037858,0.001917785,2.46E-05,1.75E-05,3.38E-05,5.000000005,5.000000004,5.000000007,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054623,0.00158912,0.002687809
18,-3.88E-07,0.016436759,2.64E-05,0.004026466,0.000352484,6.43E-06,1.250000001,1.249975075,1.02E-06,624.9875376,0.000511407,18,-2.65E-07,-4.87E-07,-1.29E-08,0.0164152,0.016010139,0.016756749,2.66E-05,1.87E-05,3.70E-05,0.00407192,0.002971524,0.005477187,0.000360039,0.000254784,0.000507311,6.52E-06,4.64E-06,8.79E-06,1.250000001,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.0005166,0.000393573,0.000661612,18,3.20E-08,0.032870212,5.31E-05,0.008051775,0.000705332,1.29E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022634,18,5.17E-08,-2.12E-07,1.04E-07,0.032842558,0.032060542,0.0335355,5.42E-05,3.87E-05,7.30E-05,0.00815844,0.005823376,0.011040665,0.000706187,0.000497521,0.000956708,1.30E-05,9.31E-06,1.78E-05,2.500000003,2.500000002,2.500000004,2.499950152,2.499950109,2.499950209,2.05E-06,1.58E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026184,0.000787547,0.001297477,18,-4.15E-08,0.065740854,0.000106248,0.016103701,0.001410617,2.58E-05,5.000000005,4.999900301,4.09E-06,2499.95015,0.002045291,18,-2.29E-07,-9.85E-07,9.70E-08,0.065682201,0.064026097,0.067043883,0.000106916,7.57E-05,0.000148049,0.01630164,0.011840791,0.021817033,0.001430321,0.001037859,0.001917835,2.61E-05,1.86E-05,3.59E-05,5.000000005,5.000000004,5.000000008,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.00205461,0.00158912,0.002687808
19,-3.49E-07,0.0164366,2.64E-05,0.00402641,0.000352502,6.79E-06,1.250000001,1.249975075,1.02E-06,624.9875376,0.000511398,19,-2.35E-07,-4.53E-07,-1.20E-08,0.016415075,0.016010015,0.016756542,2.67E-05,1.87E-05,3.70E-05,0.004071876,0.002971505,0.005477134,0.000360052,0.000254787,0.000507316,6.89E-06,4.90E-06,9.29E-06,1.250000001,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516594,0.000393573,0.00066161,19,1.80E-08,0.03287027,5.31E-05,0.008051796,0.000705326,1.36E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022637,19,3.97E-08,-1.47E-07,9.04E-08,0.032842608,0.032060635,0.033535501,5.42E-05,3.87E-05,7.29E-05,0.008158455,0.005823376,0.011040668,0.000706181,0.000497512,0.000956704,1.37E-05,9.83E-06,1.89E-05,2.500000003,2.500000002,2.500000004,2.499950152,2.499950109,2.499950209,2.05E-06,1.57E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026187,0.000787259,0.001297481,19,-3.97E-08,0.065740847,0.000106248,0.016103699,0.001410618,2.72E-05,5.000000006,4.999900301,4.09E-06,2499.95015,0.002045291,19,-1.93E-07,-8.57E-07,7.90E-08,0.065682053,0.064026187,0.067043913,0.00010693,7.57E-05,0.000148046,0.016301583,0.011840673,0.021816194,0.001430337,0.00103786,0.001917886,2.76E-05,1.96E-05,3.79E-05,5.000000006,5.000000004,5.000000008,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054601,0.00158912,0.002687808
20,-3.10E-07,0.016436442,2.64E-05,0.004026355,0.000352519,7.16E-06,1.250000002,1.249975075,1.02E-06,624.9875376,0.00051139,20,-2.05E-07,-4.12E-07,-1.01E-08,0.016414955,0.016009892,0.016756352,2.67E-05,1.87E-05,3.70E-05,0.004071833,0.002971486,0.005477081,0.000360065,0.00025479,0.000507321,7.26E-06,5.16E-06,9.79E-06,1.250000002,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516587,0.000393573,0.000661608,20,1.65E-08,0.032870276,5.31E-05,0.008051798,0.000705325,1.44E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022637,20,3.41E-08,-8.20E-08,7.89E-08,0.032842629,0.032060641,0.033535501,5.42E-05,3.87E-05,7.29E-05,0.008158461,0.005823375,0.011040671,0.000706179,0.000497503,0.000956701,1.45E-05,1.04E-05,1.99E-05,2.500000003,2.500000002,2.500000004,2.499950152,2.499950109,2.499950209,2.05E-06,1.57E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026189,0.000786911,0.001297486,20,-3.80E-08,0.06574084,0.000106249,0.016103696,0.001410619,2.87E-05,5.000000006,4.999900301,4.09E-06,2499.95015,0.00204529,20,-1.62E-07,-7.27E-07,6.39E-08,0.065681927,0.064026276,0.067043929,0.000106942,7.57E-05,0.000147239,0.016301534,0.011840555,0.021816192,0.001430351,0.001037861,0.001917936,2.91E-05,2.06E-05,3.99E-05,5.000000006,5.000000004,5.000000008,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054594,0.00158912,0.002687807
21,-2.71E-07,0.016436283,2.65E-05,0.004026299,0.000352537,7.53E-06,1.250000002,1.249975075,1.02E-06,624.9875376,0.000511381,21,-1.77E-07,-3.78E-07,-5.81E-09,0.016414837,0.016009768,0.016756344,2.67E-05,1.87E-05,3.70E-05,0.004071792,0.002971467,0.005477028,0.000360078,0.000254792,0.000507326,7.63E-06,5.43E-06,1.03E-05,1.250000002,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516581,0.000393572,0.000661606,21,1.50E-08,0.032870282,5.31E-05,0.0080518,0.000705325,1.51E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022638,21,2.80E-08,-4.72E-08,6.09E-08,0.032842654,0.032060648,0.033535499,5.42E-05,3.87E-05,7.29E-05,0.008158467,0.005823375,0.011040673,0.000706176,0.000497498,0.000956697,1.52E-05,1.09E-05,2.09E-05,2.500000003,2.500000002,2.500000004,2.499950152,2.499950109,2.499950209,2.05E-06,1.57E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026191,0.000786381,0.001297492,21,-3.63E-08,0.065740833,0.00010625,0.016103694,0.00141062,3.01E-05,5.000000006,4.999900301,4.09E-06,2499.95015,0.00204529,21,-1.35E-07,-6.19E-07,4.75E-08,0.065681812,0.064026365,0.06704393,0.000106952,7.57E-05,0.000147105,0.016301491,0.011840437,0.021816189,0.001430363,0.001037862,0.001917986,3.05E-05,2.17E-05,4.20E-05,5.000000006,5.000000005,5.000000009,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054588,0.001589119,0.002687806
22,-2.33E-07,0.016436125,2.65E-05,0.004026244,0.000352554,7.89E-06,1.250000002,1.249975075,1.02E-06,624.9875376,0.000511372,22,-1.49E-07,-3.43E-07,-4.58E-09,0.016414722,0.016009644,0.016756336,2.67E-05,1.87E-05,3.70E-05,0.004071751,0.002971449,0.005476975,0.000360091,0.000254795,0.000507328,8.00E-06,5.69E-06,1.08E-05,1.250000002,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516574,0.000393572,0.000661606,22,1.35E-08,0.032870288,5.31E-05,0.008051802,0.000705324,1.58E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022638,22,2.35E-08,-4.22E-08,4.58E-08,0.032842673,0.032060654,0.033535498,5.42E-05,3.87E-05,7.29E-05,0.008158472,0.005823375,0.011040676,0.000706174,0.000497497,0.000956693,1.59E-05,1.14E-05,2.19E-05,2.500000003,2.500000002,2.500000005,2.499950152,2.499950109,2.499950209,2.05E-06,1.57E-06,2.59E-06,1249.975076,1249.975054,1249.975104,0.001026192,0.000786416,0.001297499,22,-3.46E-08,0.065740826,0.00010625,0.016103691,0.00141062,3.16E-05,5.000000007,4.999900301,4.09E-06,2499.95015,0.002045289,22,-1.09E-07,-4.99E-07,3.40E-08,0.065681704,0.064026455,0.067043931,0.000106962,7.57E-05,0.000147106,0.016301451,0.011840319,0.021816187,0.001430374,0.001037862,0.001918036,3.20E-05,2.27E-05,4.40E-05,5.000000007,5.000000005,5.000000009,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054582,0.001589119,0.002687806
23,-1.94E-07,0.016435966,2.65E-05,0.004026189,0.000352572,8.26E-06,1.250000002,1.249975075,1.02E-06,624.9875376,0.000511364,23,-1.22E-07,-3.07E-07,-3.90E-09,0.016414611,0.01600952,0.016756327,2.67E-05,1.88E-05,3.70E-05,0.004071711,0.00297143,0.005476922,0.000360103,0.000254798,0.000507328,8.37E-06,5.96E-06,1.13E-05,1.250000002,1.250000001,1.250000002,1.249975077,1.249975055,1.249975104,1.03E-06,7.87E-07,1.32E-06,624.9875383,624.9875276,624.9875521,0.000516568,0.000393572,0.000661606,23,1.20E-08,0.032870294,5.31E-05,0.008051804,0.000705323,1.65E-05,2.500000003,2.49995015,2.05E-06,1249.975075,0.001022638,23,2.01E-08,-4.10E-08,3.68E-08,0.032842689,0.032060661,0.033535497,5.42E-05,3.87E-05,7.29E-05,0.008158477,0.005823374,0.011040679,0.000706172,0.000497497,0.00095669,1.67E-05,1.19E-05,2.29E-05,2.500000004,2.500000003,2.500000005,2.499950152,2.499950109,2.499950209,2.05E-06,1.57E-06,2.60E-06,1249.975076,1249.975054,1249.975104,0.001026193,0.000786452,0.001297511,23,-3.29E-08,0.065740819,0.000106251,0.016103689,0.001410621,3.30E-05,5.000000007,4.999900301,4.09E-06,2499.95015,0.002045289,23,-8.50E-08,-3.94E-07,2.31E-08,0.065681606,0.064026519,0.067043932,0.000106971,7.57E-05,0.000147107,0.016301415,0.0118402,0.021816184,0.001430385,0.001037863,0.001918084,3.35E-05,2.38E-05,4.60E-05,5.000000007,5.000000005,5.00000001,4.999900304,4.999900218,4.999900411,4.11E-06,3.18E-06,5.38E-06,2499.950152,2499.950109,2499.950205,0.002054576,0.001589119,0.002687805
24,-1.55E-07,0.034617626,2.65E-05,0.004026133,0.000352589,8.63E-06,2.500000002,2.499950075,1.02E-06,1249.975038,0.000511355,24,-9.68E-08,-2.76E-07,-3.49E-09,0.034596325,0.034191215,0.034938137,2.67E-05,1.88E-05,3.70E-05,0.004071675,0.002971411,0.005476869,0.000360114,0.0002548,0.000507329,8.74E-06,6.22E-06,1.18E-05,2.500000002,2.500000001,2.500000002,2.499950077,2.499950055,2.499950104,1.03E-06,7.87E-07,1.32E-06,1249.975038,1249.975028,1249.975052,0.000516562,0.000393572,0.000661606,24,1.06E-08,0.069233936,5.31E-05,0.008051806,0.000705323,1.73E-05,5.000000004,4.99990015,2.05E-06,2499.950075,0.001022639,24,1.42E-08,-4.00E-08,3.22E-08,0.06920635,0.068424303,0.069899132,5.42E-05,3.87E-05,7.29E-05,0.008158486,0.005823374,0.011040682,0.00070617,0.000497497,0.000956686,1.74E-05,1.24E-05,2.39E-05,5.000000004,5.000000003,5.000000005,4.999900152,4.999900109,4.999900209,2.05E-06,1.57E-06,2.60E-06,2499.950076,2499.950054,2499.950104,0.001026194,0.000786487,0.00129751,24,-3.12E-08,0.138468085,0.000106252,0.016103686,0.001410622,3.45E-05,10.00000001,9.999800301,4.09E-06,4999.90015,0.002045289,24,-6.40E-08,-3.07E-07,1.58E-08,0.138408792,0.136753786,0.139771205,0.000106979,7.57E-05,0.000147108,0.016301382,0.011840082,0.021816182,0.001430394,0.001037864,0.001918133,3.50E-05,2.48E-05,4.80E-05,10.00000001,10.00000001,10.00000001,9.999800304,9.999800218,9.999800411,4.11E-06,3.18E-06,5.38E-06,4999.900152,4999.900109,4999.900205,0.002054571,0.001589118,0.002687804
25,0.000410017,0.031190293,0.000211153,0.00746408,0.000890181,3.39E-05,2.500000002,2.499950142,1.86E-06,1249.975071,0.000930967,25,0.00038797,0.000261764,0.000527828,0.031233787,0.029941396,0.032363685,0.000202919,0.00014417,0.000274324,0.007571744,0.005543694,0.010127586,0.000893789,0.000658219,0.001195415,3.27E-05,2.33E-05,4.29E-05,2.500000002,2.500000001,2.500000003,2.499950144,2.499950105,2.499950194,1.89E-06,1.46E-06,2.39E-06,1249.975072,1249.975052,1249.975097,0.000944629,0.000730104,0.001196303,25,0.000719563,0.062791099,0.00038358,0.015072037,0.00173505,6.17E-05,5.000000004,4.999900285,3.77E-06,2499.950143,0.00188438,25,0.000724493,0.000525253,0.000967284,0.062700532,0.060152868,0.064931082,0.000388228,0.000288254,0.00050883,0.015242054,0.010964593,0.020335435,0.001737182,0.001302112,0.002266566,6.22E-05,4.69E-05,8.09E-05,5.000000004,5.000000003,5.000000005,4.999900287,4.999900209,4.999900392,3.78E-06,2.90E-06,4.72E-06,2499.950144,2499.950104,2499.950196,0.001887539,0.001452028,0.002361084,25,0.001454426,0.125515765,0.000773045,0.030121689,0.00347696,0.000124324,10.00000001,9.99980057,7.53E-06,4999.900285,0.003765284,25,0.001430433,0.001026905,0.00186301,0.125498302,0.120622496,0.129589663,0.000765933,0.000559002,0.001007705,0.030495419,0.022402744,0.040212282,0.00350127,0.002651063,0.004579341,0.000123408,9.26E-05,0.00015944,10.00000001,10.00000001,10.00000001,9.999800577,9.999800413,9.999800774,7.57E-06,5.92E-06,9.79E-06,4999.900289,4999.900207,4999.900387,0.00378477,0.002957965,0.00489528
26,4.76E-05,0.032675154,7.15E-05,0.007983556,0.000726786,1.28E-05,2.500000002,2.499950149,2.02E-06,1249.975075,0.001011993,26,6.54E-05,2.89E-05,0.000112692,0.032559937,0.031645336,0.033311164,7.87E-05,5.26E-05,0.000110843,0.008046452,0.00588786,0.010828447,0.000749532,0.000530942,0.001045108,1.40E-05,9.81E-06,1.92E-05,2.500000002,2.500000002,2.500000003,2.499950152,2.499950109,2.499950206,2.04E-06,1.56E-06,2.61E-06,1249.975076,1249.975055,1249.975103,0.001018154,0.000779092,0.001305424,26,0.000254502,0.06469839,0.000204352,0.015738903,0.001525389,3.52E-05,5.000000004,4.999900295,3.98E-06,2499.950148,0.001988388,26,0.00018389,0.000101648,0.000278112,0.064927302,0.063078898,0.066582712,0.000179359,0.00012812,0.000243945,0.016043357,0.011476711,0.021730254,0.001494698,0.001070357,0.002015413,3.12E-05,2.20E-05,4.19E-05,5.000000004,5.000000003,5.000000006,4.999900299,4.999900216,4.99990041,4.02E-06,3.08E-06,5.04E-06,2499.95015,2499.950108,2499.950205,0.002010452,0.001541318,0.002522136,26,0.000299262,0.130254949,0.000327862,0.031778281,0.002956197,5.78E-05,10.00000001,9.999800595,8.05E-06,4999.900297,0.00402365,26,0.000297903,0.000166443,0.000474369,0.130135745,0.126344423,0.133209455,0.000328944,0.000227968,0.000456849,0.032158896,0.023439479,0.042831145,0.002993797,0.002182519,0.004004841,5.83E-05,4.11E-05,8.08E-05,10.00000001,10.00000001,10.00000001,9.999800602,9.99980043,9.999800811,8.08E-06,6.27E-06,1.05E-05,4999.900301,4999.900215,4999.900406,0.004041051,0.003137142,0.005253239
27,4.70E-05,0.032677828,7.12E-05,0.007984486,0.000726494,1.35E-05,2.500000002,2.499950149,2.02E-06,1249.975075,0.001012138,27,4.17E-05,2.30E-05,6.11E-05,0.032657161,0.031828742,0.033396194,6.96E-05,5.06E-05,9.51E-05,0.008081886,0.005894718,0.01086696,0.000738981,0.0005244,0.001038989,1.33E-05,9.73E-06,1.75E-05,2.500000002,2.500000002,2.500000003,2.499950152,2.49995011,2.499950206,2.05E-06,1.56E-06,2.62E-06,1249.975076,1249.975055,1249.975103,0.001023599,0.000781133,0.001310794,27,9.46E-05,0.065353147,0.000142709,0.015968079,0.001453272,2.71E-05,5.000000004,4.999900299,4.05E-06,2499.950149,0.002024137,27,5.21E-05,-5.88E-06,0.000116699,0.065468059,0.063726516,0.066980322,0.000128426,8.47E-05,0.000181402,0.016237568,0.011640297,0.021975988,0.001435462,0.001013175,0.001935903,2.47E-05,1.71E-05,3.47E-05,5.000000005,5.000000003,5.000000006,4.999900302,4.999900217,4.999900416,4.08E-06,3.12E-06,5.15E-06,2499.950151,2499.950109,2499.950208,0.002040297,0.001562243,0.00257639,27,4.39E-05,0.13130137,0.000229453,0.032144323,0.002841073,4.54E-05,10.00000001,9.9998006,8.16E-06,4999.9003,0.004080743,27,6.51E-05,4.86E-07,0.000160503,0.131091736,0.127619457,0.13396196,0.000239119,0.00016038,0.000333427,0.032503219,0.023633707,0.043411466,0.002889688,0.00210014,0.003877519,4.72E-05,3.27E-05,6.66E-05,10.00000001,10.00000001,10.00000001,9.999800607,9.999800435,9.999800819,8.19E-06,6.34E-06,1.07E-05,4999.900304,4999.900217,4999.90041,0.004093973,0.003171722,0.005344559
