"X1.simulation.time","X1.simulation.CL","X1.simulation.CK","X1.simulation.CBr","X1.simulation.CS","X1.simulation.Clu","X1.conf_intervals.time","X1.conf_intervals.CL_mean","X1.conf_intervals.CL_lower","X1.conf_intervals.CL_upper"
12,0.000342309231507668,6.63752355131888e-07,1.04972512796505e-07,8.58439817597799e-05,7.65336954003583e-06,12,0.000342271831294328,0.000336504562472329,0.000347173486064477
13,0.000342457036563343,6.50733651737276e-07,1.10775491257589e-07,8.58951713054177e-05,7.63851601987038e-06,13,0.00034243164761783,0.0003367595886889,0.000347353386424417
14,0.000342604841619017,6.37714948342664e-07,1.16578469718674e-07,8.59463608510554e-05,7.62366249970492e-06,14,0.00034256515264119,0.000336969497314802,0.000347392258456216
15,0.000342752646674692,6.24696244948052e-07,1.22381448179758e-07,8.59975503966931e-05,7.60880897953947e-06,15,0.000342685369833719,0.000337154779892836,0.000347442798548875
16,0.000342900451730367,6.1167754155344e-07,1.28184426640843e-07,8.60487399423309e-05,7.59395545937401e-06,16,0.000342788654199043,0.00033726734869768,0.000347506725598962
17,0.000343048256786042,5.98658838158828e-07,1.33987405101927e-07,8.60999294879686e-05,7.57910193920856e-06,17,0.000342871000985255,0.000337435726339356,0.000347541851818928
18,0.000343196061841717,5.85640134764216e-07,1.39790383563012e-07,8.61511190336063e-05,7.5642484190431e-06,18,0.000342929699047041,0.000337481151988588,0.000347574762732398
19,0.000343250365382114,5.80857076624237e-07,1.46851943084387e-07,8.61699260747373e-05,7.55879125093156e-06,19,0.000342964086577425,0.000337498179861643,0.00034758869875679
20,0.000343256815479799,5.80288965987699e-07,1.54557635874491e-07,8.61721599692226e-05,7.5581430722078e-06,20,0.000342981196120999,0.000337506065809574,0.000347612594023031
21,0.000343263265577485,5.79720855351162e-07,1.62263328664595e-07,8.6174393863708e-05,7.55749489348404e-06,21,0.00034299038809205,0.000337513951757505,0.000347636489289272
22,0.00034326971567517,5.79152744714624e-07,1.69969021454699e-07,8.61766277581934e-05,7.55684671476029e-06,22,0.000342997534708556,0.000337521837705435,0.000347642495255437
23,0.000343276165772855,5.78584634078086e-07,1.77674714244802e-07,8.61788616526788e-05,7.55619853603653e-06,23,0.000343003520792308,0.000337529969575753,0.000347642776769951
24,0.000706918979506904,5.78016523441549e-07,1.85380407034906e-07,8.61810955471642e-05,7.55555035731277e-06,24,0.000706645249401506,0.000701174488108989,0.000711279419207197
25,0.000623293835328368,6.73037152527509e-06,1.06233485161945e-06,0.000150445600937362,2.14710149742711e-05,25,0.000622195467134755,0.00059853314967541,0.000643570611307701
26,0.000651197342429496,4.27174899696583e-06,6.97085739122756e-07,0.000160111521150588,1.86658918195348e-05,26,0.00065098347447302,0.000630783087945484,0.00066901260818183
27,0.000672544310638871,2.39092378642034e-06,4.21348892219094e-07,0.000167506123694968,1.65200066028233e-05,27,0.00067148117002464,0.000655375420177809,0.000685115206999536
28,0.00067879070474936,1.84084202986476e-06,3.51770602698053e-07,0.000169669581983701,1.58924333333595e-05,28,0.000678362425166989,0.000664324335445307,0.000690585171399163
29,0.00068319446078524,1.45302958380883e-06,3.07320897975317e-07,0.000171194837790343,1.54499883634007e-05,29,0.000682149942589286,0.000669893556136535,0.000692933155760403
30,0.000683558987898538,1.42092610808728e-06,3.1795531850733e-07,0.000171321096170604,1.54133613302646e-05,30,0.00068284964628839,0.000671049383966769,0.000693166169025286
31,0.000683923515011835,1.38882263236573e-06,3.28589739039344e-07,0.000171447354550865,1.53767342971286e-05,31,0.000683257575937591,0.000671551844785754,0.000693395180828255
